site_id,window_start,ion,concentration
Q2,1990-09-11,mg_mgl,2.76
Q2,1990-09-11,ca_mgl,6.1322222222222225
Q2,1990-09-11,nh4n_ugl,NA
Q2,1990-11-13,k_mgl,1.0463636363636364
Q2,1990-11-13,no3n_ugl,211.45454545454547
Q2,1990-11-13,mg_mgl,2.9263636363636363
Q2,1990-11-13,ca_mgl,6.368181818181818
Q2,1990-11-13,nh4n_ugl,NA
Q2,1991-01-15,k_mgl,0.8288888888888889
Q2,1991-01-15,no3n_ugl,124.71428571428571
Q2,1991-01-15,mg_mgl,3.0255555555555556
Q2,1991-01-15,ca_mgl,6.865555555555556
Q2,1991-01-15,nh4n_ugl,NA
Q2,1991-03-19,k_mgl,0.8922222222222222
Q2,1991-03-19,no3n_ugl,77.44444444444444
Q2,1991-03-19,mg_mgl,2.92
Q2,1991-03-19,ca_mgl,5.662222222222222
Q2,1991-03-19,nh4n_ugl,NA
Q2,1991-05-21,k_mgl,1.078
Q2,1991-05-21,no3n_ugl,85.125
Q2,1991-05-21,mg_mgl,3.005
Q2,1991-05-21,ca_mgl,3.7439999999999998
Q2,1991-05-21,nh4n_ugl,NA
Q2,1991-07-23,k_mgl,1.271
Q2,1991-07-23,no3n_ugl,60.2
Q2,1991-07-23,mg_mgl,3.157
Q2,1991-07-23,ca_mgl,6.536
Q2,1991-07-23,nh4n_ugl,NA
Q2,1991-09-24,k_mgl,1.2816666666666667
Q2,1991-09-24,no3n_ugl,170.83333333333334
Q2,1991-09-24,mg_mgl,2.6133333333333333
Q2,1991-09-24,ca_mgl,4.645833333333333
Q2,1991-09-24,nh4n_ugl,NA
Q2,1991-11-26,k_mgl,1.198888888888889
Q2,1991-11-26,no3n_ugl,296.1111111111111
Q2,1991-11-26,mg_mgl,3.051111111111111
Q2,1991-11-26,ca_mgl,5.783333333333333
Q2,1991-11-26,nh4n_ugl,NA
Q2,1992-01-28,k_mgl,1.284
Q2,1992-01-28,no3n_ugl,191.11111111111111
Q2,1992-01-28,mg_mgl,2.969
Q2,1992-01-28,ca_mgl,6.08
Q2,1992-01-28,nh4n_ugl,NA
Q2,1992-03-31,k_mgl,1.1555555555555557
Q2,1992-03-31,no3n_ugl,135.125
Q2,1992-03-31,mg_mgl,2.8533333333333335
Q2,1992-03-31,ca_mgl,5.455555555555556
Q2,1992-03-31,nh4n_ugl,NA
Q2,1992-06-02,k_mgl,1.26
Q2,1992-06-02,no3n_ugl,58
Q2,1992-06-02,mg_mgl,2.9877777777777776
Q2,1992-06-02,ca_mgl,6.188888888888889
Q2,1992-06-02,nh4n_ugl,NA
Q2,1992-08-04,k_mgl,1.2733333333333332
Q2,1992-08-04,no3n_ugl,79.66666666666667
Q2,1992-08-04,mg_mgl,3.04
Q2,1992-08-04,ca_mgl,6.444444444444445
Q2,1992-08-04,nh4n_ugl,NA
Q2,1992-10-06,k_mgl,1.1822222222222223
Q2,1992-10-06,no3n_ugl,47.75
Q2,1992-10-06,mg_mgl,2.738888888888889
Q2,1992-10-06,ca_mgl,5.905555555555556
Q2,1992-10-06,nh4n_ugl,NA
Q2,1992-12-08,k_mgl,1.2344444444444445
Q2,1992-12-08,no3n_ugl,172
Q2,1992-12-08,mg_mgl,3.0322222222222224
Q2,1992-12-08,ca_mgl,6.345555555555555
Q2,1992-12-08,nh4n_ugl,NA
Q2,1993-02-09,k_mgl,1.38
Q2,1993-02-09,no3n_ugl,145.5
Q2,1993-02-09,mg_mgl,3.3477777777777775
Q2,1993-02-09,ca_mgl,6.855555555555555
Q2,1993-02-09,nh4n_ugl,NA
Q2,1993-04-13,k_mgl,1.3155555555555556
Q2,1993-04-13,no3n_ugl,89.75
Q2,1993-04-13,mg_mgl,2.8722222222222222
Q2,1993-04-13,ca_mgl,5.665555555555556
Q2,1993-04-13,nh4n_ugl,NA
Q2,1993-06-15,k_mgl,1.49
Q2,1993-06-15,no3n_ugl,95.4
Q2,1993-06-15,mg_mgl,3.163333333333333
Q2,1993-06-15,ca_mgl,7.022222222222222
Q2,1993-06-15,nh4n_ugl,NA
Q2,1993-08-17,k_mgl,1.2966666666666666
Q2,1993-08-17,no3n_ugl,61.625
Q2,1993-08-17,mg_mgl,2.8777777777777778
Q2,1993-08-17,ca_mgl,6.525555555555555
Q2,1993-08-17,nh4n_ugl,NA
Q2,1993-10-19,k_mgl,1.3855555555555557
Q2,1993-10-19,no3n_ugl,41.22222222222222
Q2,1993-10-19,mg_mgl,2.966666666666667
Q2,1993-10-19,ca_mgl,6.611111111111112
Q2,1993-10-19,nh4n_ugl,NA
Q2,1993-12-21,k_mgl,1.3711111111111112
Q2,1993-12-21,no3n_ugl,12.5
Q2,1993-12-21,mg_mgl,2.694444444444444
Q2,1993-12-21,ca_mgl,5.996666666666667
Q2,1993-12-21,nh4n_ugl,NA
Q2,1994-02-22,k_mgl,1.3444444444444446
Q2,1994-02-22,no3n_ugl,37.5
Q2,1994-02-22,mg_mgl,2.9522222222222223
Q2,1994-02-22,ca_mgl,6.587777777777778
Q2,1994-02-22,nh4n_ugl,NA
Q2,1994-04-26,k_mgl,1.3925
Q2,1994-04-26,no3n_ugl,22.25
Q2,1994-04-26,mg_mgl,3.24125
Q2,1994-04-26,ca_mgl,6.95875
Q2,1994-04-26,nh4n_ugl,NA
Q2,1994-06-28,k_mgl,1.1633333333333333
Q2,1994-06-28,no3n_ugl,145.5
Q2,1994-06-28,mg_mgl,2.4833333333333334
Q2,1994-06-28,ca_mgl,5.0649999999999995
Q2,1994-06-28,nh4n_ugl,NA
Q2,1994-08-30,k_mgl,1.32
Q2,1994-08-30,no3n_ugl,NA
Q2,1994-08-30,mg_mgl,1.975
Q2,1994-08-30,ca_mgl,4.325
Q2,1994-08-30,nh4n_ugl,NA
Q2,1994-11-01,k_mgl,1.25375
Q2,1994-11-01,no3n_ugl,NA
Q2,1994-11-01,mg_mgl,2.48875
Q2,1994-11-01,ca_mgl,5.3075
Q2,1994-11-01,nh4n_ugl,NA
Q2,1995-01-03,k_mgl,1.15625
Q2,1995-01-03,no3n_ugl,NA
Q2,1995-01-03,mg_mgl,2.9475
Q2,1995-01-03,ca_mgl,6.3
Q2,1995-01-03,nh4n_ugl,NA
Q2,1995-03-07,k_mgl,1.1066666666666667
Q2,1995-03-07,no3n_ugl,NA
Q2,1995-03-07,mg_mgl,3.0083333333333333
Q2,1995-03-07,ca_mgl,6.4383333333333335
Q2,1995-03-07,nh4n_ugl,NA
Q2,1995-05-09,k_mgl,1.134
Q2,1995-05-09,no3n_ugl,NA
Q2,1995-05-09,mg_mgl,2.846
Q2,1995-05-09,ca_mgl,6
Q2,1995-05-09,nh4n_ugl,NA
Q2,1995-07-11,k_mgl,1.055
Q2,1995-07-11,no3n_ugl,NA
Q2,1995-07-11,mg_mgl,2.935
Q2,1995-07-11,ca_mgl,6.38
Q2,1995-07-11,nh4n_ugl,NA
Q2,1995-09-12,k_mgl,NA
Q2,1995-09-12,no3n_ugl,NA
Q2,1995-09-12,mg_mgl,NA
Q2,1995-09-12,ca_mgl,NA
Q2,1995-09-12,nh4n_ugl,NA
Q2,1995-11-14,k_mgl,1.4224999999999999
Q2,1995-11-14,no3n_ugl,NA
Q2,1995-11-14,mg_mgl,3.54
Q2,1995-11-14,ca_mgl,7.6775
Q2,1995-11-14,nh4n_ugl,NA
Q2,1996-01-16,k_mgl,1.26125
Q2,1996-01-16,no3n_ugl,NA
Q2,1996-01-16,mg_mgl,3.1825
Q2,1996-01-16,ca_mgl,6.785
Q2,1996-01-16,nh4n_ugl,NA
Q2,1996-03-19,k_mgl,1.123
Q2,1996-03-19,no3n_ugl,NA
Q2,1996-03-19,mg_mgl,2.888
Q2,1996-03-19,ca_mgl,5.861
Q2,1996-03-19,nh4n_ugl,NA
Q2,1996-05-21,k_mgl,1.3544444444444443
Q2,1996-05-21,no3n_ugl,NA
Q2,1996-05-21,mg_mgl,2.8966666666666665
Q2,1996-05-21,ca_mgl,6.142222222222222
Q2,1996-05-21,nh4n_ugl,NA
Q2,1996-07-23,k_mgl,1.22
Q2,1996-07-23,no3n_ugl,321
Q2,1996-07-23,mg_mgl,3.118888888888889
Q2,1996-07-23,ca_mgl,6.585555555555556
Q2,1996-07-23,nh4n_ugl,NA
Q2,1996-09-24,k_mgl,1.135
Q2,1996-09-24,no3n_ugl,262.8
Q2,1996-09-24,mg_mgl,2.96125
Q2,1996-09-24,ca_mgl,6.28
Q2,1996-09-24,nh4n_ugl,NA
Q2,1996-11-26,k_mgl,1.19625
Q2,1996-11-26,no3n_ugl,314.25
Q2,1996-11-26,mg_mgl,2.99
Q2,1996-11-26,ca_mgl,7.0575
Q2,1996-11-26,nh4n_ugl,NA
Q2,1997-01-28,k_mgl,1.0477777777777777
Q2,1997-01-28,no3n_ugl,299.1111111111111
Q2,1997-01-28,mg_mgl,2.982222222222222
Q2,1997-01-28,ca_mgl,6.6177777777777775
Q2,1997-01-28,nh4n_ugl,NA
Q2,1997-04-01,k_mgl,1.09125
Q2,1997-04-01,no3n_ugl,158.875
Q2,1997-04-01,mg_mgl,2.80625
Q2,1997-04-01,ca_mgl,6.30125
Q2,1997-04-01,nh4n_ugl,NA
Q2,1997-06-03,k_mgl,0.9755555555555555
Q2,1997-06-03,no3n_ugl,131.5
Q2,1997-06-03,mg_mgl,2.7111111111111112
Q2,1997-06-03,ca_mgl,5.71
Q2,1997-06-03,nh4n_ugl,NA
Q2,1997-08-05,k_mgl,0.9966666666666667
Q2,1997-08-05,no3n_ugl,104.88888888888889
Q2,1997-08-05,mg_mgl,2.6822222222222223
Q2,1997-08-05,ca_mgl,5.9222222222222225
Q2,1997-08-05,nh4n_ugl,NA
Q2,1997-10-07,k_mgl,0.89625
Q2,1997-10-07,no3n_ugl,137.375
Q2,1997-10-07,mg_mgl,2.30375
Q2,1997-10-07,ca_mgl,4.65375
Q2,1997-10-07,nh4n_ugl,NA
Q2,1997-12-09,k_mgl,0.8242857142857143
Q2,1997-12-09,no3n_ugl,123.85714285714286
Q2,1997-12-09,mg_mgl,1.9633333333333334
Q2,1997-12-09,ca_mgl,4.704444444444444
Q2,1997-12-09,nh4n_ugl,22.8
Q2,1998-02-10,k_mgl,1.3077777777777777
Q2,1998-02-10,no3n_ugl,112
Q2,1998-02-10,mg_mgl,2.49
Q2,1998-02-10,ca_mgl,4.087777777777777
Q2,1998-02-10,nh4n_ugl,11.333333333333334
Q2,1998-04-14,k_mgl,1.1011111111111112
Q2,1998-04-14,no3n_ugl,100.75
Q2,1998-04-14,mg_mgl,2.4322222222222223
Q2,1998-04-14,ca_mgl,4.908888888888889
Q2,1998-04-14,nh4n_ugl,18.166666666666668
Q2,1998-06-16,k_mgl,0.8557142857142858
Q2,1998-06-16,no3n_ugl,107
Q2,1998-06-16,mg_mgl,2.5
Q2,1998-06-16,ca_mgl,5.384285714285714
Q2,1998-06-16,nh4n_ugl,8
Q2,1998-08-18,k_mgl,1.1713333333333333
Q2,1998-08-18,no3n_ugl,176.85714285714286
Q2,1998-08-18,mg_mgl,2.51
Q2,1998-08-18,ca_mgl,5.642666666666667
Q2,1998-08-18,nh4n_ugl,9.333333333333334
Q2,1998-10-20,k_mgl,1.2144444444444444
Q2,1998-10-20,no3n_ugl,352.55555555555554
Q2,1998-10-20,mg_mgl,2.577777777777778
Q2,1998-10-20,ca_mgl,6.316666666666666
Q2,1998-10-20,nh4n_ugl,NA
Q2,1998-12-22,k_mgl,1.0977777777777777
Q2,1998-12-22,no3n_ugl,341
Q2,1998-12-22,mg_mgl,3.192222222222222
Q2,1998-12-22,ca_mgl,6.183333333333334
Q2,1998-12-22,nh4n_ugl,25.6
Q2,1999-02-23,k_mgl,1.1655555555555557
Q2,1999-02-23,no3n_ugl,279.3333333333333
Q2,1999-02-23,mg_mgl,3.2044444444444444
Q2,1999-02-23,ca_mgl,6.612222222222222
Q2,1999-02-23,nh4n_ugl,5.5
Q2,1999-04-27,k_mgl,1.2077777777777778
Q2,1999-04-27,no3n_ugl,200.33333333333334
Q2,1999-04-27,mg_mgl,2.901111111111111
Q2,1999-04-27,ca_mgl,6.057777777777778
Q2,1999-04-27,nh4n_ugl,6
Q2,1999-06-29,k_mgl,1.0222222222222221
Q2,1999-06-29,no3n_ugl,136.66666666666666
Q2,1999-06-29,mg_mgl,2.3844444444444446
Q2,1999-06-29,ca_mgl,4.648888888888889
Q2,1999-06-29,nh4n_ugl,8
Q2,1999-08-31,k_mgl,0.9766666666666667
Q2,1999-08-31,no3n_ugl,209
Q2,1999-08-31,mg_mgl,2.5011111111111113
Q2,1999-08-31,ca_mgl,5.2588888888888885
Q2,1999-08-31,nh4n_ugl,11
Q2,1999-11-02,k_mgl,0.8875
Q2,1999-11-02,no3n_ugl,269.6
Q2,1999-11-02,mg_mgl,2.8066666666666666
Q2,1999-11-02,ca_mgl,5.097777777777778
Q2,1999-11-02,nh4n_ugl,NA
Q2,2000-01-04,k_mgl,0.8355555555555556
Q2,2000-01-04,no3n_ugl,216.55555555555554
Q2,2000-01-04,mg_mgl,2.8233333333333333
Q2,2000-01-04,ca_mgl,5.558888888888889
Q2,2000-01-04,nh4n_ugl,11.25
Q2,2000-03-07,k_mgl,1
Q2,2000-03-07,no3n_ugl,225.8
Q2,2000-03-07,mg_mgl,3.32
Q2,2000-03-07,ca_mgl,6.494
Q2,2000-03-07,nh4n_ugl,9
Q2,2000-05-09,k_mgl,0.89
Q2,2000-05-09,no3n_ugl,75.66666666666667
Q2,2000-05-09,mg_mgl,2.006666666666667
Q2,2000-05-09,ca_mgl,4.39
Q2,2000-05-09,nh4n_ugl,6
Q2,2000-07-11,k_mgl,0.9375
Q2,2000-07-11,no3n_ugl,126
Q2,2000-07-11,mg_mgl,2.5149999999999997
Q2,2000-07-11,ca_mgl,5.7125
Q2,2000-07-11,nh4n_ugl,12.5
Q2,2000-09-12,k_mgl,0.9066666666666667
Q2,2000-09-12,no3n_ugl,130.11111111111111
Q2,2000-09-12,mg_mgl,2.422222222222222
Q2,2000-09-12,ca_mgl,4.94
Q2,2000-09-12,nh4n_ugl,20
Q2,2000-11-14,k_mgl,0.9866666666666667
Q2,2000-11-14,no3n_ugl,170
Q2,2000-11-14,mg_mgl,2.8033333333333332
Q2,2000-11-14,ca_mgl,5.474444444444444
Q2,2000-11-14,nh4n_ugl,13.75
Q2,2001-01-16,k_mgl,0.95
Q2,2001-01-16,no3n_ugl,195.2
Q2,2001-01-16,mg_mgl,3.146
Q2,2001-01-16,ca_mgl,6.418
Q2,2001-01-16,nh4n_ugl,8.25
Q2,2001-03-20,k_mgl,0.9750000000000001
Q2,2001-03-20,no3n_ugl,66.25
Q2,2001-03-20,mg_mgl,2.0324999999999998
Q2,2001-03-20,ca_mgl,4.55
Q2,2001-03-20,nh4n_ugl,10
Q2,2001-05-22,k_mgl,1.08
Q2,2001-05-22,no3n_ugl,114.375
Q2,2001-05-22,mg_mgl,2.855
Q2,2001-05-22,ca_mgl,5.605
Q2,2001-05-22,nh4n_ugl,7.75
Q2,2001-07-24,k_mgl,1.0271428571428571
Q2,2001-07-24,no3n_ugl,107.71428571428571
Q2,2001-07-24,mg_mgl,2.8328571428571427
Q2,2001-07-24,ca_mgl,6.121428571428572
Q2,2001-07-24,nh4n_ugl,5
Q2,2001-09-25,k_mgl,1.08625
Q2,2001-09-25,no3n_ugl,154
Q2,2001-09-25,mg_mgl,2.66875
Q2,2001-09-25,ca_mgl,5.4275
Q2,2001-09-25,nh4n_ugl,13.5
Q2,2001-11-27,k_mgl,0.9966666666666667
Q2,2001-11-27,no3n_ugl,220.22222222222223
Q2,2001-11-27,mg_mgl,2.8133333333333335
Q2,2001-11-27,ca_mgl,5.191111111111111
Q2,2001-11-27,nh4n_ugl,9.333333333333334
Q2,2002-01-29,k_mgl,0.9855555555555555
Q2,2002-01-29,no3n_ugl,198.11111111111111
Q2,2002-01-29,mg_mgl,3.1066666666666665
Q2,2002-01-29,ca_mgl,5.951111111111111
Q2,2002-01-29,nh4n_ugl,7.8
Q2,2002-04-02,k_mgl,1.047777777777778
Q2,2002-04-02,no3n_ugl,122
Q2,2002-04-02,mg_mgl,2.5188888888888887
Q2,2002-04-02,ca_mgl,5.0311111111111115
Q2,2002-04-02,nh4n_ugl,7.428571428571429
Q2,2002-06-04,k_mgl,0.9555555555555556
Q2,2002-06-04,no3n_ugl,138.33333333333334
Q2,2002-06-04,mg_mgl,2.922222222222222
Q2,2002-06-04,ca_mgl,5.696666666666666
Q2,2002-06-04,nh4n_ugl,8.333333333333334
Q2,2002-08-06,k_mgl,0.994
Q2,2002-08-06,no3n_ugl,125.4
Q2,2002-08-06,mg_mgl,2.622
Q2,2002-08-06,ca_mgl,5.868
Q2,2002-08-06,nh4n_ugl,12.5
Q2,2002-10-08,k_mgl,0.91
Q2,2002-10-08,no3n_ugl,119.44444444444444
Q2,2002-10-08,mg_mgl,2.6222222222222222
Q2,2002-10-08,ca_mgl,5.771111111111111
Q2,2002-10-08,nh4n_ugl,11
Q2,2002-12-10,k_mgl,0.8911111111111111
Q2,2002-12-10,no3n_ugl,152.66666666666666
Q2,2002-12-10,mg_mgl,2.5733333333333333
Q2,2002-12-10,ca_mgl,5.497777777777777
Q2,2002-12-10,nh4n_ugl,10.88888888888889
Q2,2003-02-11,k_mgl,0.9666666666666667
Q2,2003-02-11,no3n_ugl,139.88888888888889
Q2,2003-02-11,mg_mgl,3.0477777777777777
Q2,2003-02-11,ca_mgl,6.912222222222223
Q2,2003-02-11,nh4n_ugl,10.5
Q2,2003-04-15,k_mgl,1.16
Q2,2003-04-15,no3n_ugl,173.77777777777777
Q2,2003-04-15,mg_mgl,2.42
Q2,2003-04-15,ca_mgl,4.561111111111111
Q2,2003-04-15,nh4n_ugl,10
Q2,2003-06-17,k_mgl,1.1133333333333333
Q2,2003-06-17,no3n_ugl,169
Q2,2003-06-17,mg_mgl,2.723333333333333
Q2,2003-06-17,ca_mgl,4.756666666666667
Q2,2003-06-17,nh4n_ugl,7.857142857142857
Q2,2003-08-19,k_mgl,1.021111111111111
Q2,2003-08-19,no3n_ugl,158
Q2,2003-08-19,mg_mgl,2.2755555555555556
Q2,2003-08-19,ca_mgl,4.864444444444445
Q2,2003-08-19,nh4n_ugl,16.666666666666668
Q2,2003-10-21,k_mgl,1.0466666666666666
Q2,2003-10-21,no3n_ugl,183.33333333333334
Q2,2003-10-21,mg_mgl,2.53
Q2,2003-10-21,ca_mgl,5.4366666666666665
Q2,2003-10-21,nh4n_ugl,9.25
Q2,2003-12-23,k_mgl,0.9655555555555556
Q2,2003-12-23,no3n_ugl,160.33333333333334
Q2,2003-12-23,mg_mgl,2.5166666666666666
Q2,2003-12-23,ca_mgl,5.512222222222222
Q2,2003-12-23,nh4n_ugl,11
Q2,2004-02-24,k_mgl,1.0577777777777777
Q2,2004-02-24,no3n_ugl,154.55555555555554
Q2,2004-02-24,mg_mgl,2.6055555555555556
Q2,2004-02-24,ca_mgl,5.412222222222222
Q2,2004-02-24,nh4n_ugl,12.8
Q2,2004-04-27,k_mgl,1.018888888888889
Q2,2004-04-27,no3n_ugl,173.33333333333334
Q2,2004-04-27,mg_mgl,2.3266666666666667
Q2,2004-04-27,ca_mgl,4.624444444444444
Q2,2004-04-27,nh4n_ugl,15
Q2,2004-06-29,k_mgl,1.3466666666666667
Q2,2004-06-29,no3n_ugl,99.88888888888889
Q2,2004-06-29,mg_mgl,3.3955555555555557
Q2,2004-06-29,ca_mgl,6.806666666666667
Q2,2004-06-29,nh4n_ugl,11.5
Q2,2004-08-31,k_mgl,1.03
Q2,2004-08-31,no3n_ugl,149.42857142857142
Q2,2004-08-31,mg_mgl,2.598888888888889
Q2,2004-08-31,ca_mgl,5.476666666666667
Q2,2004-08-31,nh4n_ugl,9.5
Q2,2004-11-02,k_mgl,0.9266666666666666
Q2,2004-11-02,no3n_ugl,113.44444444444444
Q2,2004-11-02,mg_mgl,2.4444444444444446
Q2,2004-11-02,ca_mgl,5.376666666666667
Q2,2004-11-02,nh4n_ugl,12
Q2,2005-01-04,k_mgl,0.7811111111111111
Q2,2005-01-04,no3n_ugl,152
Q2,2005-01-04,mg_mgl,2.8622222222222224
Q2,2005-01-04,ca_mgl,5.996666666666667
Q2,2005-01-04,nh4n_ugl,6
Q2,2005-03-08,k_mgl,0.8688888888888889
Q2,2005-03-08,no3n_ugl,145.11111111111111
Q2,2005-03-08,mg_mgl,2.891111111111111
Q2,2005-03-08,ca_mgl,6.101111111111111
Q2,2005-03-08,nh4n_ugl,9.333333333333334
Q2,2005-05-10,k_mgl,0.9288888888888889
Q2,2005-05-10,no3n_ugl,110.25
Q2,2005-05-10,mg_mgl,2.551111111111111
Q2,2005-05-10,ca_mgl,5.467777777777778
Q2,2005-05-10,nh4n_ugl,15
Q2,2005-07-12,k_mgl,0.75
Q2,2005-07-12,no3n_ugl,101.5
Q2,2005-07-12,mg_mgl,2.608888888888889
Q2,2005-07-12,ca_mgl,5.82
Q2,2005-07-12,nh4n_ugl,8
Q2,2005-09-13,k_mgl,0.8177777777777778
Q2,2005-09-13,no3n_ugl,126.33333333333333
Q2,2005-09-13,mg_mgl,2.517777777777778
Q2,2005-09-13,ca_mgl,5.4688888888888885
Q2,2005-09-13,nh4n_ugl,12
Q2,2005-11-15,k_mgl,0.7533333333333333
Q2,2005-11-15,no3n_ugl,136.77777777777777
Q2,2005-11-15,mg_mgl,2.796666666666667
Q2,2005-11-15,ca_mgl,6.133333333333333
Q2,2005-11-15,nh4n_ugl,8
Q2,2006-01-17,k_mgl,0.7966666666666666
Q2,2006-01-17,no3n_ugl,123.77777777777777
Q2,2006-01-17,mg_mgl,2.678888888888889
Q2,2006-01-17,ca_mgl,5.5
Q2,2006-01-17,nh4n_ugl,9
Q2,2006-03-21,k_mgl,0.8377777777777778
Q2,2006-03-21,no3n_ugl,106.55555555555556
Q2,2006-03-21,mg_mgl,2.7888888888888888
Q2,2006-03-21,ca_mgl,6.1433333333333335
Q2,2006-03-21,nh4n_ugl,NA
Q2,2006-05-23,k_mgl,0.875
Q2,2006-05-23,no3n_ugl,145.11111111111111
Q2,2006-05-23,mg_mgl,2.6133333333333333
Q2,2006-05-23,ca_mgl,5.594444444444444
Q2,2006-05-23,nh4n_ugl,NA
Q2,2006-07-25,k_mgl,0.8577777777777778
Q2,2006-07-25,no3n_ugl,139.83333333333334
Q2,2006-07-25,mg_mgl,2.922222222222222
Q2,2006-07-25,ca_mgl,6.7700000000000005
Q2,2006-07-25,nh4n_ugl,6.5
Q2,2006-09-26,k_mgl,0.8788888888888889
Q2,2006-09-26,no3n_ugl,100.22222222222223
Q2,2006-09-26,mg_mgl,2.5322222222222224
Q2,2006-09-26,ca_mgl,6
Q2,2006-09-26,nh4n_ugl,25.5
Q2,2006-11-28,k_mgl,0.8666666666666667
Q2,2006-11-28,no3n_ugl,130.55555555555554
Q2,2006-11-28,mg_mgl,2.8344444444444443
Q2,2006-11-28,ca_mgl,6.492222222222222
Q2,2006-11-28,nh4n_ugl,8.5
Q2,2007-01-30,k_mgl,0.8911111111111111
Q2,2007-01-30,no3n_ugl,130
Q2,2007-01-30,mg_mgl,3.1355555555555554
Q2,2007-01-30,ca_mgl,6.456666666666667
Q2,2007-01-30,nh4n_ugl,11.666666666666666
Q2,2007-04-03,k_mgl,0.8477777777777777
Q2,2007-04-03,no3n_ugl,99.71428571428571
Q2,2007-04-03,mg_mgl,2.647777777777778
Q2,2007-04-03,ca_mgl,5.061111111111111
Q2,2007-04-03,nh4n_ugl,5.75
Q2,2007-06-05,k_mgl,0.89
Q2,2007-06-05,no3n_ugl,118.22222222222223
Q2,2007-06-05,mg_mgl,2.908888888888889
Q2,2007-06-05,ca_mgl,6.087777777777778
Q2,2007-06-05,nh4n_ugl,6
Q2,2007-08-07,k_mgl,0.8411111111111111
Q2,2007-08-07,no3n_ugl,92.77777777777777
Q2,2007-08-07,mg_mgl,2.756666666666667
Q2,2007-08-07,ca_mgl,5.9511111111111115
Q2,2007-08-07,nh4n_ugl,12.333333333333334
Q2,2007-10-09,k_mgl,0.8077777777777778
Q2,2007-10-09,no3n_ugl,154.66666666666666
Q2,2007-10-09,mg_mgl,2.641111111111111
Q2,2007-10-09,ca_mgl,5.7588888888888885
Q2,2007-10-09,nh4n_ugl,6.2
Q2,2007-12-11,k_mgl,0.8875
Q2,2007-12-11,no3n_ugl,118.5
Q2,2007-12-11,mg_mgl,2.995
Q2,2007-12-11,ca_mgl,6.555
Q2,2007-12-11,nh4n_ugl,7
Q2,2008-02-12,k_mgl,0.8666666666666667
Q2,2008-02-12,no3n_ugl,108.11111111111111
Q2,2008-02-12,mg_mgl,3.148888888888889
Q2,2008-02-12,ca_mgl,6.342222222222222
Q2,2008-02-12,nh4n_ugl,9.166666666666666
Q2,2008-04-15,k_mgl,0.9177777777777778
Q2,2008-04-15,no3n_ugl,92.55555555555556
Q2,2008-04-15,mg_mgl,2.9444444444444446
Q2,2008-04-15,ca_mgl,6.631111111111111
Q2,2008-04-15,nh4n_ugl,NA
Q2,2008-06-17,k_mgl,0.8975
Q2,2008-06-17,no3n_ugl,119.25
Q2,2008-06-17,mg_mgl,3.2975000000000003
Q2,2008-06-17,ca_mgl,6.7
Q2,2008-06-17,nh4n_ugl,12.5
Q2,2008-08-19,k_mgl,0.8377777777777777
Q2,2008-08-19,no3n_ugl,111.88888888888889
Q2,2008-08-19,mg_mgl,2.898888888888889
Q2,2008-08-19,ca_mgl,5.502222222222223
Q2,2008-08-19,nh4n_ugl,13
Q2,2008-10-21,k_mgl,0.7355555555555555
Q2,2008-10-21,no3n_ugl,128.22222222222223
Q2,2008-10-21,mg_mgl,3.37
Q2,2008-10-21,ca_mgl,6.203333333333333
Q2,2008-10-21,nh4n_ugl,8
Q2,2008-12-23,k_mgl,0.8355555555555555
Q2,2008-12-23,no3n_ugl,121
Q2,2008-12-23,mg_mgl,3.1566666666666667
Q2,2008-12-23,ca_mgl,7.202222222222223
Q2,2008-12-23,nh4n_ugl,9.75
Q2,2009-02-24,k_mgl,0.9222222222222222
Q2,2009-02-24,no3n_ugl,134.66666666666666
Q2,2009-02-24,mg_mgl,3.3066666666666666
Q2,2009-02-24,ca_mgl,7.966666666666667
Q2,2009-02-24,nh4n_ugl,13
Q2,2009-04-28,k_mgl,0.9711111111111111
Q2,2009-04-28,no3n_ugl,100.66666666666667
Q2,2009-04-28,mg_mgl,2.8022222222222224
Q2,2009-04-28,ca_mgl,6.076666666666667
Q2,2009-04-28,nh4n_ugl,9
Q2,2009-06-30,k_mgl,0.9544444444444444
Q2,2009-06-30,no3n_ugl,108.22222222222223
Q2,2009-06-30,mg_mgl,2.993333333333333
Q2,2009-06-30,ca_mgl,6.183333333333334
Q2,2009-06-30,nh4n_ugl,13.333333333333334
Q2,2009-09-01,k_mgl,0.9355555555555556
Q2,2009-09-01,no3n_ugl,86
Q2,2009-09-01,mg_mgl,2.8533333333333335
Q2,2009-09-01,ca_mgl,6.763333333333334
Q2,2009-09-01,nh4n_ugl,7
Q2,2009-11-03,k_mgl,0.9355555555555556
Q2,2009-11-03,no3n_ugl,106.75
Q2,2009-11-03,mg_mgl,2.8655555555555554
Q2,2009-11-03,ca_mgl,6.624444444444444
Q2,2009-11-03,nh4n_ugl,9
Q2,2010-01-05,k_mgl,0.8266666666666667
Q2,2010-01-05,no3n_ugl,118.33333333333333
Q2,2010-01-05,mg_mgl,2.9122222222222223
Q2,2010-01-05,ca_mgl,6.915555555555556
Q2,2010-01-05,nh4n_ugl,21
Q2,2010-03-09,k_mgl,0.7422222222222222
Q2,2010-03-09,no3n_ugl,95.66666666666667
Q2,2010-03-09,mg_mgl,2.8966666666666665
Q2,2010-03-09,ca_mgl,6.372222222222222
Q2,2010-03-09,nh4n_ugl,18.25
